Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:WJA,"Wameja Limited (ASX:WJA)",https://www.listcorp.com/asx/wja/wameja-limited,"	163465000",0.135,0.00,0,"Information Technology"
ASX:ONT,"1300 Smiles (ASX:ONT)",https://www.listcorp.com/asx/ont/1300-smiles,"	162670000",7,0.13,1.89,"Health Care"
ASX:PBP,"Probiotec Limited (ASX:PBP)",https://www.listcorp.com/asx/pbp/probiotec,"	162419000",2.1,0.03,1.45,"Health Care"
ASX:EGN,"Engenco Limited (ASX:EGN)",https://www.listcorp.com/asx/egn/engenco,"	162410000",0.515,0.00,0,Industrials
ASX:PPG,"Pro-Pac Packaging (ASX:PPG)",https://www.listcorp.com/asx/ppg/pro-pac,"	162221000",0.195,-0.01,-2.5,Materials
ASX:A2B,"A2B Australia Limited (ASX:A2B)",https://www.listcorp.com/asx/a2b/a2b-australia-limited,"	161979000",1.345,0.00,0,Industrials
ASX:OPY,"Openpay Group Ltd (ASX:OPY)",https://www.listcorp.com/asx/opy/openpay-group-ltd,"	161542000",1.48,-0.04,-2.95,Financials
ASX:PRL,"Province Resources Ltd (ASX:PRL)",https://www.listcorp.com/asx/prl/province-resources-ltd,"	161263000",0.14,-0.01,-3.45,Materials
ASX:PTX,"Prescient Therapeutics (ASX:PTX)",https://www.listcorp.com/asx/ptx/prescient-therapeutics,"	160263000",0.235,-0.02,-6,"Health Care"
ASX:SRL,"Sunrise Energy Metals Limited (ASX:SRL)",https://www.listcorp.com/asx/srl/sunrise-energy-metals-limited,"	159907000",1.8,0.01,0.56,Materials
ASX:WIC,"Westoz Investment (ASX:WIC)",https://www.listcorp.com/asx/wic/westoz,"	159755000",1.185,-0.01,-0.84,Financials
ASX:DOC,"Doctor Care Anywhere Group plc (ASX:DOC)",https://www.listcorp.com/asx/doc/doctor-care-anywhere,"	159491000",0.89,0.00,0,"Health Care"
ASX:WMX,"Wiluna Mining Corporation Limited (ASX:WMX)",https://www.listcorp.com/asx/wmx/wiluna-mining-corporation-limited,"	159070000",1,-0.01,-0.5,Materials
ASX:ONE,"Oneview Healthcare PLC (ASX:ONE)",https://www.listcorp.com/asx/one/oneview-healthcare-plc,"	158142000",0.375,0.01,2.74,"Health Care"
ASX:RCE,"Recce Limited (ASX:RCE)",https://www.listcorp.com/asx/rce/recce-limited,"	158138000",0.92,0.01,1.1,"Health Care"
ASX:NZM,"NZME Limited (ASX:NZM)",https://www.listcorp.com/asx/nzm/nzme-limited,"	158056000",0.8,0.00,0,"Communication Services"
ASX:QIP,"Qantm Intellectual Property (ASX:QIP)",https://www.listcorp.com/asx/qip/qantm-intellectual-property,"	157830000",1.17,0.01,0.86,Industrials
ASX:LOT,"Lotus Resources Limited (ASX:LOT)",https://www.listcorp.com/asx/lot/lotus-resources-limited,"	157617000",0.16,-0.00,-3.03,Materials
ASX:DTC,"Damstra Holdings Limited (ASX:DTC)",https://www.listcorp.com/asx/dtc/damstra-holdings-limited,"	156923000",0.815,-0.03,-2.98,"Information Technology"
ASX:IPD,"ImpediMed (ASX:IPD)",https://www.listcorp.com/asx/ipd/impedimed,"	156870000",0.105,0.00,0,"Health Care"
ASX:SFG,"Seafarms Group Limited (ASX:SFG)",https://www.listcorp.com/asx/sfg/seafarms-group-limited,"	156017000",0.055,-0.00,-1.79,"Consumer Staples"
ASX:TEK,"Thorney Technologies Limited (ASX:TEK)",https://www.listcorp.com/asx/tek/thorney-technologies-limited,"	155571000",0.425,-0.00,-1.16,Energy
ASX:EAI,"Ellerston Asian Investments (ASX:EAI)",https://www.listcorp.com/asx/eai/ellerston-asian-investments,"	155553000",1.185,0.00,0.42,Financials
ASX:TIE,"Tietto Minerals Limited (ASX:TIE)",https://www.listcorp.com/asx/tie/tietto-minerals-limited,"	155103000",0.36,0.02,5.88,Materials
ASX:CYC,"Cyclopharm (ASX:CYC)",https://www.listcorp.com/asx/cyc/cyclopharm,"	155002000",1.66,0.00,0,"Health Care"
ASX:PEK,"Peak Resources Limited (ASX:PEK)",https://www.listcorp.com/asx/pek/peak-resources-limited,"	154780000",0.099,0.00,4.21,Materials
ASX:NOV,"Novatti Group Limited (ASX:NOV)",https://www.listcorp.com/asx/nov/novatti-group-limited,"	154624000",0.505,-0.01,-1.94,"Information Technology"
ASX:PEN,"Peninsula Energy (ASX:PEN)",https://www.listcorp.com/asx/pen/peninsula-energy,"	154383000",0.155,0.00,0,Energy
ASX:KSS,"Kleos Space S.A (ASX:KSS)",https://www.listcorp.com/asx/kss/kleos-space-s.a,"	154299000",0.94,-0.02,-2.08,Industrials
ASX:MX1,"Micro-X Limited (ASX:MX1)",https://www.listcorp.com/asx/mx1/micro-x-limited,"	154000000",0.33,-0.00,-1.49,"Health Care"
ASX:PET,"Phoslock Environmental Technologies (ASX:PET)",https://www.listcorp.com/asx/pet/phoslock-environmental-technologies,"	153125000",0.245,0.00,0,Industrials
ASX:SES,"SECOS Group Ltd (ASX:SES)",https://www.listcorp.com/asx/ses/secos-group-ltd,"	152732000",0.295,0.01,3.51,Materials
ASX:UBI,"Universal Biosensors Inc (ASX:UBI)",https://www.listcorp.com/asx/ubi/universal-biosensors,"	151912000",0.81,-0.04,-5.26,"Health Care"
ASX:GRV,"Greenvale Mining Limited (ASX:GRV)",https://www.listcorp.com/asx/grv/greenvale-mining-limited,"	151669000",0.365,-0.02,-5.19,Energy
ASX:BKY,"Berkeley Energia Limited (ASX:BKY)",https://www.listcorp.com/asx/bky/berkeley-energia-limited,"	151504000",0.63,0.04,7.69,Energy
ASX:GMD,"Genesis Minerals Limited (ASX:GMD)",https://www.listcorp.com/asx/gmd/genesis-minerals-limited,"	150970000",0.07,-0.00,-1.41,Materials
ASX:BD1,"BARD1 Life Sciences Limited (ASX:BD1)",https://www.listcorp.com/asx/bd1/bard1-life-sciences-limited,"	150907000",1.845,-0.04,-2.12,"Health Care"
ASX:LVT,"Livetiles Limited (ASX:LVT)",https://www.listcorp.com/asx/lvt/livetiles-limited,"	150511000",0.17,0.00,3.03,"Information Technology"
ASX:OBM,"Ora Banda Mining Ltd (ASX:OBM)",https://www.listcorp.com/asx/obm/ora-banda-mining,"	150158000",0.155,0.00,0,Materials
ASX:TBN,"Tamboran Resources Limited (ASX:TBN)",https://www.listcorp.com/asx/tbn/tamboran-resources-limited,"	149928000",0.36,0.01,1.41,Energy
ASX:APZ,"Aspen Group (ASX:APZ)",https://www.listcorp.com/asx/apz/aspen-group,"	148951000",1.28,0.00,0,"Real Estate"
ASX:IKE,"ikeGPS Group Limited (ASX:IKE)",https://www.listcorp.com/asx/ike/ikegps-group-limited,"	148833000",1.135,0.02,1.79,"Information Technology"
ASX:CPH,"Creso Pharma Limited (ASX:CPH)",https://www.listcorp.com/asx/cph/creso-pharma-limited,"	148786000",0.135,0.00,0,"Health Care"
ASX:GDG,"Generation Development Group (ASX:GDG)",https://www.listcorp.com/asx/gdg/generation-development-group,"	148764000",0.88,0.03,4.14,Financials
ASX:NSC,"NAOS Small Cap Opportunities Company (ASX:NSC)",https://www.listcorp.com/asx/nsc/naos-small-cap-opportunities-company,"	148674000",0.985,0.02,1.55,Financials
ASX:IOD,"IODM Limited (ASX:IOD)",https://www.listcorp.com/asx/iod/iodm-limited,"	148502000",0.26,0.00,0,"Information Technology"
ASX:RFG,"Retail Food Group (ASX:RFG)",https://www.listcorp.com/asx/rfg/retail-food-group,"	148407000",0.074,0.00,5.71,"Consumer Discretionary"
ASX:RXM,"Rex Minerals (ASX:RXM)",https://www.listcorp.com/asx/rxm/rex-minerals,"	147812000",0.355,0.01,1.43,Materials
ASX:MCP,"McPherson's Limited (ASX:MCP)",https://www.listcorp.com/asx/mcp/mcphersons-limited,"	147664000",1.155,0.00,0.43,"Consumer Staples"
ASX:GLL,"Galilee Energy (ASX:GLL)",https://www.listcorp.com/asx/gll/galilee-energy,"	147630000",0.485,-0.02,-3,Energy
ASX:GNP,"GenusPlus Group Ltd (ASX:GNP)",https://www.listcorp.com/asx/gnp/genusplus-group-ltd,"	144699000",0.89,-0.04,-4.3,Industrials
ASX:VVA,"Viva Leisure Limited (ASX:VVA)",https://www.listcorp.com/asx/vva/viva-leisure-limited,"	144243000",1.815,0.06,3.13,"Consumer Discretionary"
ASX:KPG,"Kelly Partners Group Holdings (ASX:KPG)",https://www.listcorp.com/asx/kpg/kelly-partners-group-holdings,"	144000000",3.2,0.00,0,Industrials
ASX:NWC,"New World Resources Limited (ASX:NWC)",https://www.listcorp.com/asx/nwc/new-world-resources-limited,"	143916000",0.086,-0.01,-6.52,Materials
ASX:TGF,"Tribeca Global Natural Resources (ASX:TGF)",https://www.listcorp.com/asx/tgf/tribeca-global-natural-resources,"	143910000",2.33,-0.01,-0.43,Unclassified
ASX:FMS,"Flinders Mines (ASX:FMS)",https://www.listcorp.com/asx/fms/flinders-mines,"	143521000",0.9,0.05,5.88,Materials
ASX:ASO,"Aston Minerals Limited (ASX:ASO)",https://www.listcorp.com/asx/aso/aston-minerals-limited,"	143130000",0.15,0.00,0,Materials
ASX:ORN,"Orion Minerals Limited (ASX:ORN)",https://www.listcorp.com/asx/orn/orion-minerals-limited,"	142465000",0.033,0.00,0,Materials
ASX:LGP,"Little Green Pharma (ASX:LGP)",https://www.listcorp.com/asx/lgp/little-green-pharma,"	141966000",0.77,-0.02,-3.14,"Health Care"
ASX:MRM,"MMA Offshore Limited (ASX:MRM)",https://www.listcorp.com/asx/mrm/mma-offshore-limited,"	141935000",0.385,-0.01,-2.53,Energy
ASX:RZI,"Raiz Invest Limited (ASX:RZI)",https://www.listcorp.com/asx/rzi/raiz-invest-limited,"	141793000",1.76,0.03,1.73,Financials
ASX:EMN,"Euro Manganese Inc (ASX:EMN)",https://www.listcorp.com/asx/emn/euro-manganese-inc,"	141574000",0.57,0.01,1.79,Materials
ASX:CCV,"Cash Converters (ASX:CCV)",https://www.listcorp.com/asx/ccv/cash-converters,"	141198000",0.225,0.00,0,Financials
ASX:MIH,"MNC Media Investment Ltd (ASX:MIH)",https://www.listcorp.com/asx/mih/mnc-media,"	141092000",3.6,0.00,0,"Communication Services"
ASX:SEC,"Spheria Emerging Companies (ASX:SEC)",https://www.listcorp.com/asx/sec/spheria-emerging-companies,"	140752000",2.36,0.02,0.85,Financials
ASX:IOU,"IOUpay Limited (ASX:IOU)",https://www.listcorp.com/asx/iou/ioupay-limited,"	140610000",0.25,-0.00,-1.96,"Communication Services"
ASX:CYM,"Cyprium Metals Limited (ASX:CYM)",https://www.listcorp.com/asx/cym/cyprium-metals-limited,"	139885000",0.25,-0.00,-1.96,Materials
ASX:ERF,"Elanor Retail Property Fund (ASX:ERF)",https://www.listcorp.com/asx/erf/elanor-retail-property-fund,"	139350000",1.1,0.02,1.62,"Real Estate"
ASX:FGR,"First Graphene Limited (ASX:FGR)",https://www.listcorp.com/asx/fgr/first-graphene-limited,"	139127000",0.26,0.00,1.96,Materials
ASX:EEG,"Empire Energy (ASX:EEG)",https://www.listcorp.com/asx/eeg/empire-energy,"	138844000",0.31,0.00,0,Energy
ASX:CII,"CI Resources (ASX:CII)",https://www.listcorp.com/asx/cii/ci-resources,"	138697000",1.2,0.00,0,Materials
ASX:EPD,"Empired Limited (ASX:EPD)",https://www.listcorp.com/asx/epd/empired,"	137859000",0.84,-0.02,-2.33,"Information Technology"
ASX:LBY,"Laybuy Group Holdings Limited (ASX:LBY)",https://www.listcorp.com/asx/lby/laybuy-group-holdings-limited,"	137410000",0.525,-0.02,-2.78,"Information Technology"
ASX:EGH,"Eureka Group Holdings (ASX:EGH)",https://www.listcorp.com/asx/egh/eureka-group,"	137107000",0.59,0.00,0,"Real Estate"
ASX:TOT,"360 Capital Total Return Fund (ASX:TOT)",https://www.listcorp.com/asx/tot/360-capital-total-return-fund,"	136362000",0.97,-0.02,-2.02,Financials
ASX:OIL,"Optiscan Imaging Limited (ASX:OIL)",https://www.listcorp.com/asx/oil/optiscan-imaging-limited,"	135577000",0.225,0.00,2.27,"Health Care"
ASX:SDV,"SciDev Limited (ASX:SDV)",https://www.listcorp.com/asx/sdv/scidev-limited,"	135513000",0.865,0.01,1.17,Materials
ASX:REX,"Regional Express Holdings (ASX:REX)",https://www.listcorp.com/asx/rex/regional-express,"	135490000",1.24,0.01,0.81,Industrials
ASX:DTZ,"Dotz Nano Limited (ASX:DTZ)",https://www.listcorp.com/asx/dtz/dotz-nano-limited,"	135301000",0.34,0.00,1.49,"Information Technology"
ASX:SXE,"Southern Cross Electrical Engineering (ASX:SXE)",https://www.listcorp.com/asx/sxe/southern-cross-electrical,"	135187000",0.52,-0.03,-4.59,Industrials
ASX:AZY,"Antipa Minerals (ASX:AZY)",https://www.listcorp.com/asx/azy/antipa-minerals,"	134650000",0.044,0.00,2.33,Materials
ASX:POD,"Podium Minerals Limited (ASX:POD)",https://www.listcorp.com/asx/pod/podium-minerals-limited,"	134575000",0.46,-0.02,-4.17,Materials
ASX:BSA,"BSA Limited (ASX:BSA)",https://www.listcorp.com/asx/bsa/bsa-limited,"	134424000",0.31,0.00,0,Industrials
ASX:GGG,"Greenland Minerals Limited (ASX:GGG)",https://www.listcorp.com/asx/ggg/greenland-minerals-limited,"	134155000",0.099,-0.00,-1,Materials
ASX:MBH,"Maggie Beer Holdings (ASX:MBH)",https://www.listcorp.com/asx/mbh/maggie-beer-holdings,"	133437000",0.4,0.02,5.26,"Consumer Staples"
ASX:MYL,"Myanmar Metals Limited (ASX:MYL)",https://www.listcorp.com/asx/myl/myanmar-metals-limited,"	133078000",0.07,0.00,0,Materials
ASX:FSA,"FSA Group (ASX:FSA)",https://www.listcorp.com/asx/fsa/fsa-group,"	132909000",1.045,-0.02,-1.88,Financials
ASX:MVR,"Vaneck Vectors Australian Resources ETF (ASX:MVR)",https://www.listcorp.com/asx/mvr/vaneck-vectors-australian-resources-etf,"	132781000",31.19,0.36,1.17,Financials
ASX:ICQ,"iCar Asia (ASX:ICQ)",https://www.listcorp.com/asx/icq/icar-asia,"	132592000",0.3,0.00,0,"Communication Services"
ASX:CYG,"Coventry Group (ASX:CYG)",https://www.listcorp.com/asx/cyg/coventry-group,"	132317000",1.465,-0.00,-0.34,Industrials
ASX:RDG,"Resource Development Group (ASX:RDG)",https://www.listcorp.com/asx/rdg/resource-development-group,"	132075000",0.041,-0.01,-12.77,Industrials
ASX:DUG,"DUG Technology Ltd (ASX:DUG)",https://www.listcorp.com/asx/dug/dug-technology-ltd,"	131802000",1.31,-0.01,-1.13,"Information Technology"
ASX:AGY,"Argosy Minerals (ASX:AGY)",https://www.listcorp.com/asx/agy/argosy-minerals,"	131279000",0.11,0.00,4.76,Materials
ASX:ETPMAG,"ETFS Physical Silver (ASX:ETPMAG)",https://www.listcorp.com/asx/etpmag/etfs-physical-silver,"	131139000",32.68,-0.05,-0.15,Unclassified
ASX:MLG,"MLG Oz Limited (ASX:MLG)",https://www.listcorp.com/asx/mlg/mlg-oz-limited,"	131102000",0.895,-0.01,-0.56,Materials
ASX:IXI,"iShares Global Consumer Staples ETF (ASX:IXI)",https://www.listcorp.com/asx/ixi/ishares-global-consumer-staples-etf,"	130768000",81.98,0.09,0.11,Financials
ASX:NTD,"National Tyre & Wheel Limited (ASX:NTD)",https://www.listcorp.com/asx/ntd/national-tyre-and-wheel-limited,"	130296000",1.145,0.01,0.44,"Consumer Discretionary"
ASX:SSG,"Shaver Shop Group Limited (ASX:SSG)",https://www.listcorp.com/asx/ssg/shaver-shop-group-limited,"	130101000",0.995,-0.02,-1.49,"Consumer Discretionary"
ASX:WNX,"Wellnex Life Limited (ASX:WNX)",https://www.listcorp.com/asx/wnx/wellnex-life-limited,"	129441000",0.500744,0.00,0,"Consumer Staples"
ASX:MDX,"Mindax Limited (ASX:MDX)",https://www.listcorp.com/asx/mdx/mindax,"	129232000",0.07,0.00,1.45,Materials
ASX:BUD,"Buddy Technologies (ASX:BUD)",https://www.listcorp.com/asx/bud/buddy-technologies,"	129014000",0.043,0.00,0,"Consumer Discretionary"
ASX:EPY,"Earlypay Ltd (ASX:EPY)",https://www.listcorp.com/asx/epy/earlypay-ltd,"	127809000",0.45,-0.01,-2.17,Financials
ASX:JRL,"Jindalee Resources (ASX:JRL)",https://www.listcorp.com/asx/jrl/jindalee-resources,"	127635000",2.5,0.11,4.6,Materials
ASX:BKT,"Black Rock Mining Limited (ASX:BKT)",https://www.listcorp.com/asx/bkt/black-rock-mining-limited,"	127445000",0.145,-0.00,-3.33,Materials
ASX:GOW,"Gowing Brothers Limited (ASX:GOW)",https://www.listcorp.com/asx/gow/gowing-brothers-limited,"	127142000",2.45,0.08,3.38,Financials
ASX:IZZ,"iShares China Large-Cap ETF (ASX:IZZ)",https://www.listcorp.com/asx/izz/ishares-china-large-cap-etf,"	127116000",58.84,0.06,0.1,Financials
ASX:5GG,"Pentanet Limited (ASX:5GG)",https://www.listcorp.com/asx/5gg/pentanet-limited,"	126958000",0.61,-0.02,-2.4,"Communication Services"
ASX:PDI,"Predictive Discovery Limited (ASX:PDI)",https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	126849000",0.099,-0.00,-1,Materials
ASX:CAM,"Clime Capital Limited (ASX:CAM)",https://www.listcorp.com/asx/cam/clime-capital-limited,"	126195000",0.94,0.00,0,Financials
ASX:ISO,"iShares S&P/ASX Small Ordinaries ETF (ASX:ISO)",https://www.listcorp.com/asx/iso/ishares-s-and-p-asx-small-ordinaries-etf,"	126015000",5.44,0.04,0.74,Financials
ASX:AHX,"Apiam Animal Health Limited (ASX:AHX)",https://www.listcorp.com/asx/ahx/apiam-animal-health-limited,"	125453000",0.96,0.01,1.05,"Health Care"
ASX:EVS,"EnviroSuite Limited (ASX:EVS)",https://www.listcorp.com/asx/evs/envirosuite-limited,"	125266000",0.1,-0.00,-4.76,"Information Technology"
ASX:DW8,"Digital Wine Ventures Limited (ASX:DW8)",https://www.listcorp.com/asx/dw8/digital-wine-ventures-limited,"	125126000",0.077,0.00,2.67,"Consumer Discretionary"
ASX:LVH,"Livehire Limited (ASX:LVH)",https://www.listcorp.com/asx/lvh/livehire-limited,"	124972000",0.4,-0.02,-5.88,"Information Technology"
ASX:RMY,"RMA Global Limited (ASX:RMY)",https://www.listcorp.com/asx/rmy/rma-global-limited,"	124634000",0.255,-0.00,-1.92,"Communication Services"
ASX:CAA,"Capral Limited (ASX:CAA)",https://www.listcorp.com/asx/caa/capral-limited,"	124394000",7.4,0.09,1.23,Materials
ASX:STG,"Straker Translations Limited (ASX:STG)",https://www.listcorp.com/asx/stg/straker-translations-limited,"	124190000",1.8,-0.04,-2.17,"Communication Services"
ASX:LCK,"Leigh Creek Energy Limited (ASX:LCK)",https://www.listcorp.com/asx/lck/leigh-creek-energy-limited,"	124127000",0.145,-0.00,-3.33,Energy
ASX:RNU,"Renascor Resources Limited (ASX:RNU)",https://www.listcorp.com/asx/rnu/renascor-resources,"	123995000",0.066,0.00,0,Energy
ASX:IXU,"IXUP LIMITED (ASX:IXU)",https://www.listcorp.com/asx/ixu/ixup-limited,"	123199000",0.165,-0.01,-5.71,"Information Technology"
ASX:TOY,"Toys R Us ANZ Limited (ASX:TOY)",https://www.listcorp.com/asx/toy/toys-r-us-anz-limited,"	123012000",0.155,0.01,6.9,"Consumer Discretionary"
ASX:VRX,"VRX Silica Ltd (ASX:VRX)",https://www.listcorp.com/asx/vrx/vrx-silica-ltd,"	122050000",0.215,-0.01,-6.52,Materials
ASX:BCN,"Beacon Minerals (ASX:BCN)",https://www.listcorp.com/asx/bcn/beacon-minerals,"	121840000",0.035,0.00,2.94,Materials
ASX:HZR,"Hazer Group Limited (ASX:HZR)",https://www.listcorp.com/asx/hzr/hazer-group-limited,"	121355000",0.88,0.05,5.39,Materials
ASX:RYD,"Ryder Capital Limited (ASX:RYD)",https://www.listcorp.com/asx/ryd/ryder-capital-limited,"	119769000",1.77,0.00,0,Financials
ASX:RVR,"Red River Resources (ASX:RVR)",https://www.listcorp.com/asx/rvr/red-river-resources,"	119088000",0.23,0.00,0,Materials
ASX:URF,"US Masters Residential Property Fund (ASX:URF)",https://www.listcorp.com/asx/urf/us-masters-residential-property,"	119079000",0.31,0.01,1.64,"Real Estate"
ASX:EVO,"Evolve Education Group (ASX:EVO)",https://www.listcorp.com/asx/evo/evolve-education-group,"	118864000",0.75,0.00,0.67,"Consumer Discretionary"
ASX:FLC,"Fluence Corporation Limited (ASX:FLC)",https://www.listcorp.com/asx/flc/fluence-corporation-limited,"	118722000",0.185,-0.00,-2.63,Industrials
ASX:TGM,"Theta Gold Mines Limited (ASX:TGM)",https://www.listcorp.com/asx/tgm/theta-gold-mines-limited,"	118263000",0.23,-0.01,-2.13,Materials
ASX:SFX,"Sheffield Resources (ASX:SFX)",https://www.listcorp.com/asx/sfx/sheffield-resources,"	117659000",0.33,-0.01,-2.94,Materials
ASX:RCT,"Reef Casino Trust (ASX:RCT)",https://www.listcorp.com/asx/rct/reef-casino,"	117256000",2.39,0.00,0,"Consumer Discretionary"
ASX:PX1,"Plexure Group Limited (ASX:PX1)",https://www.listcorp.com/asx/px1/plexure-group-limited,"	117076000",0.66,-0.01,-2.22,"Information Technology"
ASX:GWR,"GWR Group Limited (ASX:GWR)",https://www.listcorp.com/asx/gwr/gwr-group,"	116573000",0.385,0.00,0,Materials
ASX:GDC,"Global Data Centre Group (ASX:GDC)",https://www.listcorp.com/asx/gdc/global-data-centre-group,"	116472000",1.75,-0.03,-1.41,Financials
ASX:CSX,"CleanSpace Holdings Limited (ASX:CSX)",https://www.listcorp.com/asx/csx/cleanspace-holdings-limited,"	116299000",1.465,-0.04,-2.98,"Health Care"
ASX:BSX,"Blackstone Minerals Limited (ASX:BSX)",https://www.listcorp.com/asx/bsx/blackstone-minerals-limited,"	116141000",0.3525,0.00,0.71,Materials
ASX:WAT,"Waterco Limited (ASX:WAT)",https://www.listcorp.com/asx/wat/waterco,"	116075000",3.25,0.00,0,"Consumer Discretionary"
ASX:DSE,"Dropsuite Limited (ASX:DSE)",https://www.listcorp.com/asx/dse/dropsuite-limited,"	115990000",0.205,0.00,2.5,"Information Technology"
ASX:EER,"East Energy Resources Limited (ASX:EER)",https://www.listcorp.com/asx/eer/east-energy-resources,"	115236000",0.036,0.00,0,Energy
ASX:GDA,"Good Drinks Australia Ltd (ASX:GDA)",https://www.listcorp.com/asx/gda/good-drinks-australia-ltd,"	115035000",0.09,0.00,0,"Consumer Staples"
ASX:ANP,"Antisense Therapeutics (ASX:ANP)",https://www.listcorp.com/asx/anp/antisense-therapeutics,"	114895000",0.2,0.00,0,"Health Care"
ASX:CD3,"Cordish Dixon Private Equity Fund III (ASX:CD3)",https://www.listcorp.com/asx/cd3/cordish-dixon-private-equity-fund-iii,"	114525000",1.59,0.00,0,Financials
ASX:BYE,"Byron Energy (ASX:BYE)",https://www.listcorp.com/asx/bye/byron-energy,"	114432000",0.1,-0.01,-9.09,Energy
ASX:LAU,"Lindsay Australia (ASX:LAU)",https://www.listcorp.com/asx/lau/lindsay-australia,"	114049000",0.395,0.02,3.95,Industrials
ASX:TTM,"Titan Minerals Limited (ASX:TTM)",https://www.listcorp.com/asx/ttm/titan-minerals-limited,"	113945000",0.105,0.01,5,Materials
ASX:ZNO,"Zoono Group Limited (ASX:ZNO)",https://www.listcorp.com/asx/zno/zoono-group-limited,"	113669000",0.675,-0.01,-2.17,Materials
ASX:SVY,"Stavely Minerals (ASX:SVY)",https://www.listcorp.com/asx/svy/stavely-minerals,"	113518000",0.435,0.00,0,Materials
ASX:WWI,"West Wits Mining (ASX:WWI)",https://www.listcorp.com/asx/wwi/west-wits-mining,"	113486000",0.082,0.00,1.23,Materials
ASX:COD,"Coda Minerals Ltd (ASX:COD)",https://www.listcorp.com/asx/cod/coda-minerals-ltd,"	113430000",1.22,-0.11,-8.61,Materials
